Ano de Publicação,Título,Autor,Idioma,Nível do Autor,Avaliação Média,Contagem de Avaliações,Gênero,Vendas Brutas,Receita do Editor,Preço de Venda,Ranking de Vendas,Editora,Unidades Vendidas,Categoria de Avaliação
2006,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,Inglês,Excelente,4.35,137558,Outro,2460.15,1476.09,10.65,387,Random,6237,Alta
2001,Fool Moon ,Jim Butcher,Inglês,Excelente,4.04,111371,Ficção Científica,687.7,412.62,2.99,389,Macmillan,6210,Média
2011,David and Goliath,Malcolm Gladwell,Inglês,Intermediário,3.9,90083,Outro,2509.3,1505.58,10.91,389,Random,6210,Baixa
2002,é‹¼ã®éŒ¬é‡‘è¡“å¸« 1,"Hiromu Arakawa, Akira Watanabe",Inglês,Famoso,4.49,93990,Ficção Científica,226.71,0.0,0.99,391,Amazon,6183,Alta
1989,Guards! Guards!,Terry Pratchett,Inglês,Excelente,4.32,108652,Ficção Científica,1142.71,0.0,4.99,392,Amazon,6183,Alta
2005,The Year of Magical Thinking,Joan Didion,Inglês,Intermediário,3.86,94590,Ficção Científica,909.72,0.0,3.99,393,Amazon,6156,Baixa
2003,We Need to Talk About Kevin,Lionel Shriver,Inglês,Excelente,4.07,101343,Ficção Científica,5902.92,3541.752,25.89,393,HarperCollins,6156,Média
1973,Rendezvous with Rama,Arthur C. Clarke,Inglês,Excelente,4.06,93151,Ficção Científica,1468.69,881.214,6.47,395,Amazon,6129,Média
1988,The Queen of the Damned,Anne Rice,Inglês,Intermediário,3.86,110693,Ficção Científica,223.74,134.244,0.99,397,Amazon,6102,Baixa
1920,The Age of Innocence,"Edith Wharton, Maureen Howard",Inglês,Intermediário,3.93,102646,Ficção Científica,1188.76,713.256,5.26,398,Amazon,6102,Média
1976,The Selfish Gene,Richard Dawkins,Inglês,Excelente,4.11,96564,Ficção Científica,897.75,538.65,3.99,400,Amazon,6075,Média
2001,Year of Wonders: A Novel of the Plague,Geraldine Brooks,Inglês,Intermediário,4.0,104283,Ficção Científica,221.76,0.0,0.99,401,Amazon,6048,Média
1992,The Black Echo,Michael Connelly,Inglês,Excelente,4.08,98591,Outro,1274.56,764.736,5.69,401,Amazon,6048,Média
1938,Anthem,Ayn Rand,Inglês,Intermediário,3.62,95620,Ficção Científica,1112.77,0.0,4.99,403,Amazon,6021,Baixa
2011,Gabriel's Inferno,Sylvain Reynard,Inglês,Excelente,4.02,119633,Ficção Científica,1781.77,1069.062,7.99,404,Penguin,6021,Média
1978,Cloudy with a Chance of Meatballs,"Judi Barrett, Ron Barrett",Inglês,Excelente,4.15,104677,Ficção Científica,1662.78,997.668,7.49,406,Penguin,5994,Alta
2010,Major Pettigrew's Last Stand,Helen Simonson,Inglês,Intermediário,3.87,97745,Ficção Científica,660.79,396.474,2.99,408,Simon,5967,Baixa
2009,Vision in White,Nora Roberts,Inglês,Excelente,4.1,103933,Ficção Científica,437.8,262.68,1.99,409,Random,5940,Média
2006,The Tenth Circle,Jodi Picoult,Inglês,Iniciante,3.48,99170,Ficção Científica,3955.6,2373.36,17.98,409,Amazon,5940,Baixa
2011,The Throne of Fire,Rick Riordan,Inglês,Excelente,4.2,116360,Outro,2067.36,1240.416,9.44,411,Amazon,5913,Alta
2005,Old Man's War,John Scalzi,Inglês,Excelente,4.23,97653,Ficção Científica,1311.81,787.086,5.99,412,Macmillan,5913,Alta
1992,Gerald's Game,Stephen King,Inglês,Famoso,3.47,100158,Ficção Científica,433.82,260.292,1.99,413,Amazon,5886,Baixa
1996,Two for the Dough,Janet Evanovich,Inglês,Excelente,4.11,116171,Outro,2177.82,1306.692,9.99,414,Amazon,5886,Média
1931,The Joy of Cooking,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",Outro,Excelente,4.14,102348,Ficção Científica,1864.03,1118.418,8.59,415,Hachette,5859,Alta
1974,The Forever War,Joe Haldeman,Inglês,Excelente,4.15,87636,Ficção Científica,214.83,128.898,0.99,416,Amazon,5859,Alta
1994,Insomnia,"Stephen King, Bettina Blanch Tyroller",Espanhol,Intermediário,3.79,100972,Ficção Científica,2311.05,1386.63,10.65,416,Random,5859,Baixa
2003,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,Inglês,Intermediário,3.57,94696,Ficção Científica,1072.85,0.0,4.99,419,Amazon,5805,Baixa
2006,The Blade Itself,Joe Abercrombie,Inglês,Excelente,4.14,97501,Ficção Científica,1717.85,1030.71,7.99,419,Random,5805,Alta
2002,The Arctic Incident,Eoin Colfer,Inglês,Intermediário,3.94,108031,Outro,642.85,385.71,2.99,420,Amazon,5805,Média
1993,The Shipping News,Annie Proulx,Inglês,Intermediário,3.83,103151,Ficção Científica,1281.86,0.0,5.99,421,Amazon,5778,Baixa
2011,äººç”ŸãŒã¨ãã‚ãç‰‡ã¥ã‘ã®é­”æ³•,"Marie KondÅ, Cathy Hirano",Inglês,Intermediário,3.77,105063,Ficção Científica,849.87,509.922,3.99,423,Amazon,5751,Baixa
2015,All the Bright Places,"Jennifer Niven, ÙØ±Ø§Ù†Ú© Ù…Ø¹Ù†ÙˆÛŒ",Inglês,Excelente,4.19,132087,Ficção Científica,423.87,254.322,1.99,423,HarperCollins,5751,Alta
1997,DÃ©jÃ  Dead,Kathy Reichs,Inglês,Intermediário,3.86,100369,Ficção Científica,1062.87,637.722,4.99,424,Hachette,5751,Baixa
2007,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,Michael Scott,Inglês,Intermediário,3.84,58396,Ficção Científica,1693.88,1016.328,7.99,425,Penguin,5724,Baixa
2011,The Marriage Plot,Jeffrey Eugenides,Inglês,Iniciante,3.42,90551,Ficção Científica,1080.32,648.192,5.12,427,Random,5697,Baixa
1998,Hija de la fortuna,"Isabel Allende, Margaret Sayers Peden",Inglês,Intermediário,3.89,89770,Ficção Científica,630.89,0.0,2.99,428,Amazon,5697,Baixa
2015,Luckiest Girl Alive,Jessica Knoll,Inglês,Iniciante,3.48,82504,Ficção Científica,2007.6,1204.56,9.56,430,Simon,5670,Baixa
2004,"Crank (Crank, #1)",Ellen Hopkins,Inglês,Excelente,4.16,104168,Ficção Científica,833.91,0.0,3.99,431,Amazon,5643,Alta
2012,The Raven Boys,Maggie Stiefvater,Inglês,Excelente,4.05,121727,Outro,206.91,124.146,0.99,432,Amazon,5643,Média
1954,I Am Legend and Other Stories,Richard Matheson,Inglês,Intermediário,3.99,98795,Ficção Científica,621.92,0.0,2.99,433,Amazon,5616,Média
2008,Olive Kitteridge,Elizabeth Strout,Inglês,Intermediário,3.78,85019,Ficção Científica,205.92,0.0,0.99,433,Amazon,5616,Baixa
2014,Not that Kind of Girl,"Lena Dunham, Joana Avillez",Inglês,Iniciante,3.33,88251,Outro,1245.92,747.552,5.99,434,Random,5616,Baixa
2001,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,Inglês,Excelente,4.04,85277,Ficção Científica,1032.93,0.0,4.99,436,Amazon,5589,Média
2009,Fire,Kristin Cashore,Inglês,Excelente,4.12,98180,Ficção Científica,2457.95,1474.77,11.99,439,Penguin,5535,Média
1952,En attendant Godot,Samuel Beckett,Inglês,Intermediário,3.81,98950,Ficção Científica,1621.97,973.182,7.99,444,Penguin,5481,Baixa
1906,White Fang,Jack London,Inglês,Intermediário,3.94,100223,Ficção Científica,1703.17,1021.902,8.39,444,Random,5481,Média
2003,Wolves of the Calla,"Stephen King, Bernie Wrightson",Inglês,Excelente,4.17,98182,Ficção Científica,603.98,0.0,2.99,445,Amazon,5454,Alta
2000,His Dark Materials,Philip Pullman,Inglês,Excelente,4.25,88227,Ficção Científica,603.98,0.0,2.99,445,Amazon,5454,Alta
2012,The Edge of Never,J.A. Redmerski,Inglês,Excelente,4.26,117508,Ficção Científica,600.99,360.594,2.99,447,Simon,5427,Alta
2013,Reconstructing Amelia,Kimberly McCreight,Inglês,Intermediário,3.82,86965,Outro,198.99,119.394,0.99,447,Amazon,5427,Baixa
2014,The One Plus One,Jojo Moyes,Inglês,Intermediário,3.94,87412,Ficção Científica,399.99,239.994,1.99,448,Hachette,5427,Média
1998,The Hours,Michael Cunningham,Inglês,Intermediário,3.91,97462,Ficção Científica,500.0,300.0,2.5,449,HarperCollins,5400,Baixa
2012,Wallbanger,Alice Clayton,Inglês,Excelente,4.1,134805,Outro,1898.0,0.0,9.49,450,Amazon,5400,Média
1997,Holidays on Ice,David Sedaris,Inglês,Intermediário,3.95,82591,Ficção Científica,595.01,0.0,2.99,452,Amazon,5373,Média
1996,Desperation,Stephen King,Inglês,Intermediário,3.8,94821,Ficção Científica,196.02,117.612,0.99,453,Amazon,5346,Baixa
2011,Passion,Lauren Kate,Inglês,Intermediário,3.89,119735,Ficção Científica,790.02,0.0,3.99,454,Amazon,5346,Baixa
2012,The Kill Order,James Dashner,Inglês,Intermediário,3.69,96568,Ficção Científica,1059.86,635.916,5.38,455,Random,5319,Baixa
2011,Angelfall,Susan Ee,Inglês,Excelente,4.19,73886,Ficção Científica,194.04,0.0,0.99,457,Amazon,5292,Alta
2001,Empire Falls,Richard Russo,Inglês,Intermediário,3.91,90811,Ficção Científica,586.04,0.0,2.99,458,Amazon,5292,Baixa
1993,The Fires of Heaven,Robert Jordan,Inglês,Excelente,4.13,93227,Infantil,1480.05,888.03,7.59,459,Random,5265,Alta
2014,I'll Give You the Sun,Jandy Nelson,Inglês,Excelente,4.14,140937,Ficção Científica,583.05,349.83,2.99,460,Simon,5265,Alta
1999,Survivor,Chuck Palahniuk,Inglês,Intermediário,3.93,49551,Ficção Científica,192.06,115.236,0.99,462,HarperCollins,5238,Média
2007,Shopaholic and Baby,Sophie Kinsella,Inglês,Intermediário,3.77,98130,Ficção Científica,191.07,0.0,0.99,463,Amazon,5211,Baixa
2004,The Dark Tower,Stephen King,Inglês,Excelente,4.27,93296,Ficção Científica,770.07,0.0,3.99,463,Amazon,5211,Alta
2009,Twilight Director's Notebook,Catherine Hardwicke,Inglês,Excelente,4.2,88847,Ficção Científica,1726.08,1035.648,8.99,465,HarperCollins,5184,Alta
2001,Shopaholic Abroad,Sophie Kinsella,Inglês,Intermediário,3.75,93498,Ficção Científica,1468.79,881.274,7.69,468,Penguin,5157,Baixa
1984,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character",Richard Feynman,Inglês,Excelente,4.29,91625,Ficção Científica,948.1,0.0,4.99,470,Amazon,5130,Alta
2010,Linger,Maggie Stiefvater,Inglês,Intermediário,3.91,125363,Ficção Científica,376.11,0.0,1.99,471,Amazon,5103,Baixa
1908,The Complete Anne of Green Gables Boxed Set,L.M. Montgomery,Outro,Famoso,4.42,92142,Ficção Científica,1510.11,906.066,7.99,472,Random,5103,Alta
1916,A Portrait of the Artist as a Young Man,"James Joyce, Seamus Deane",Inglês,Intermediário,3.6,92569,Ficção Científica,565.11,339.066,2.99,472,Random,5103,Baixa
2009,The Gathering Storm,"Robert Jordan, Brandon Sanderson",Inglês,Excelente,4.34,94095,Ficção Científica,750.12,0.0,3.99,473,Amazon,5076,Alta
1871,Middlemarch,"George Eliot, Michel Faber",Inglês,Intermediário,3.93,95995,Outro,186.12,0.0,0.99,474,Amazon,5076,Média
2012,Point of Retreat,Colleen Hoover,Inglês,Excelente,4.3,109344,Ficção Científica,185.13,0.0,0.99,475,Amazon,5049,Alta
1997,The Partner,John Grisham,Outro,Intermediário,3.89,86870,Ficção Científica,746.13,0.0,3.99,476,Amazon,5049,Baixa
1973,The Hobbit and The Lord of the Rings,J.R.R. Tolkien,Inglês,Famoso,4.59,90907,Ficção Científica,184.14,110.484,0.99,477,Amazon,5022,Alta
2009,Thoughtless,S.C. Stephens,Inglês,Excelente,4.12,90483,Ficção Científica,1114.14,668.484,5.99,478,Penguin,5022,Média
1986,Presumed Innocent,Scott Turow,Outro,Excelente,4.1,91774,Ficção Científica,553.15,331.89,2.99,479,Amazon,4995,Média
1989,The Dark Half,Stephen King,Inglês,Intermediário,3.74,94624,Ficção Científica,550.16,330.096,2.99,482,Macmillan,4968,Baixa
2006,Cleopatra: A Life,Stacy Schiff,Inglês,Intermediário,3.62,73994,Ficção Científica,181.17,0.0,0.99,483,Amazon,4941,Baixa
2005,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,Inglês,Intermediário,3.66,78271,Ficção Científica,544.18,326.508,2.99,485,Hachette,4914,Baixa
2013,Steelheart,Brandon Sanderson,Inglês,Excelente,4.16,76261,Ficção Científica,1243.06,745.836,6.83,486,Penguin,4914,Alta
1864,Voyage au centre de la Terre,Jules Verne,Inglês,Intermediário,3.84,89410,Outro,1726.2,1035.72,9.59,489,Macmillan,4860,Baixa
2009,The Happiness Project,Gretchen Rubin,Inglês,Intermediário,3.57,94456,Ficção Científica,177.21,106.326,0.99,491,Amazon,4833,Baixa
1962,The Man in the High Castle,Philip K. Dick,Inglês,Intermediário,3.66,84180,Ficção Científica,2280.46,1368.276,12.74,492,Hachette,4833,Baixa
1974,Helter Skelter: The True Story of The Manson Murders,"Vincent Bugliosi, Curt Gentry",Inglês,Intermediário,4.0,92158,Ficção Científica,176.22,0.0,0.99,493,Amazon,4806,Média
1320,Inferno,"Dante Alighieri, Anthony M. Esolen",Outro,Intermediário,3.99,87511,Ficção Científica,354.22,212.532,1.99,493,Hachette,4806,Média
2012,Shadow of Night,Deborah Harkness,Inglês,Excelente,4.04,97925,Ficção Científica,1242.44,745.464,6.98,494,Amazon,4806,Média
2014,Leaving Time,Jodi Picoult,Inglês,Intermediário,3.94,76553,Ficção Científica,175.23,105.138,0.99,495,Amazon,4779,Média
2006,Moon Called,Patricia Briggs,Inglês,Excelente,4.18,129150,Ficção Científica,350.24,0.0,1.99,497,Amazon,4752,Alta
2006,Blue Bloods,Melissa de la Cruz,Inglês,Intermediário,3.68,116687,Ficção Científica,702.24,421.344,3.99,497,Amazon,4752,Baixa
1994,The Alienist,Caleb Carr,Inglês,Excelente,4.05,96981,Ficção Científica,1230.24,738.144,6.99,498,HarperCollins,4752,Média
2015,Between the World and Me,Ta-Nehisi Coates,Inglês,Famoso,4.4,74218,Ficção Científica,523.25,0.0,2.99,499,Amazon,4725,Alta
1667,Paradise Lost,"John Milton, John      Leonard",Inglês,Intermediário,3.8,96316,Ficção Científica,868.26,0.0,4.99,502,Amazon,4698,Baixa
2009,The Big Short: Inside the Doomsday Machine,Michael   Lewis,Inglês,Excelente,4.26,37090,Ficção Científica,1216.26,729.756,6.99,502,Simon,4698,Alta
1999,The Girl Who Loved Tom Gordon,Stephen King,Outro,Intermediário,3.56,95768,Outro,1346.76,808.056,7.74,503,Amazon,4698,Baixa
2011, A Monster Calls ,"Patrick Ness, Jim Kay, Siobhan Dowd",Inglês,Excelente,4.36,104579,Ficção Científica,1842.45,1105.47,10.65,505,Random,4671,Alta
2010,Towers of Midnight,"Robert Jordan, Brandon Sanderson",Inglês,Famoso,4.42,91383,Ficção Científica,344.27,206.562,1.99,505,Amazon,4671,Alta
1971,The Day of the Jackal,Frederick Forsyth,Inglês,Excelente,4.25,85883,Ficção Científica,171.27,0.0,0.99,508,Amazon,4671,Alta
2010,Rework,"Jason Fried, David Heinemeier Hansson",Inglês,Intermediário,3.93,88626,Ficção Científica,517.27,310.362,2.99,509,Simon,4671,Média
2011,Attachments,Rainbow Rowell,Inglês,Intermediário,3.95,105414,Ficção Científica,170.28,102.168,0.99,511,Amazon,4644,Média
2005,The Twilight Saga,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",Outro,Intermediário,3.88,89204,Ficção Científica,1632.28,979.368,9.49,513,Penguin,4644,Baixa
2012,Tell the Wolves I'm Home,Carol Rifka Brunt,Inglês,Excelente,4.04,85582,Ficção Científica,340.29,0.0,1.99,514,Amazon,4617,Média
1972,All Creatures Great And Small,James Herriot,Inglês,Excelente,4.31,64779,Ficção Científica,1024.29,0.0,5.99,514,Amazon,4617,Alta
2011,The Unbecoming of Mara Dyer,Michelle Hodkin,Inglês,Excelente,4.09,83847,Ficção Científica,1879.29,1127.574,10.99,516,Macmillan,4617,Média
1997,Three to Get Deadly,Janet Evanovich,Inglês,Excelente,4.14,113400,Ficção Científica,1109.79,665.874,6.49,517,Hachette,4617,Alta
1905,The Scarlet Pimpernel,Emmuska Orczy,Inglês,Excelente,4.06,93217,Ficção Científica,648.09,388.854,3.79,517,Hachette,4617,Média
1971,The Monster at the End of This Book,"Jon Stone, Michael J. Smollin",Inglês,Famoso,4.45,102184,Ficção Científica,340.29,0.0,1.99,518,Amazon,4617,Alta
1972,Tales of a Fourth Grade Nothing,Judy Blume,Inglês,Excelente,4.09,106435,Ficção Científica,508.3,304.98,2.99,519,Penguin,4590,Média
2012,Shadow and Bone,Leigh Bardugo,Inglês,Excelente,4.05,135225,Ficção Científica,678.3,0.0,3.99,519,Amazon,4590,Média
2009,Het diner,"Herman Koch, Sam Garrett",Inglês,Iniciante,3.22,74979,Ficção Científica,848.3,0.0,4.99,520,Amazon,4590,Baixa
2013,Champion,Marie Lu,Inglês,Excelente,4.37,114623,Outro,1688.31,1012.986,9.99,523,Simon,4563,Alta
1985,Contact,Carl Sagan,Inglês,Excelente,4.11,90917,Ficção Científica,1350.31,810.186,7.99,524,Random,4563,Média
2011,Lola and the Boy Next Door,Stephanie Perkins,Inglês,Intermediário,4.0,108370,Ficção Científica,674.31,404.586,3.99,524,Amazon,4563,Média
1999,White Teeth,Zadie Smith,Inglês,Intermediário,3.75,82474,Ficção Científica,167.31,100.386,0.99,524,Amazon,4563,Baixa
2012,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Chris Kyle, Scott McEwen, Jim DeFelice",Inglês,Intermediário,3.97,61422,Ficção Científica,2153.06,1291.836,12.74,525,Macmillan,4563,Média
2004,My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,Inglês,Intermediário,3.79,83607,Outro,1294.54,776.724,7.66,526,Simon,4563,Baixa
2011,The Power of Six,Pittacus Lore,Inglês,Excelente,4.17,97938,Ficção Científica,1843.79,1106.274,10.91,526,Macmillan,4563,Alta
2013,The Interestings,Meg Wolitzer,Inglês,Intermediário,3.54,76566,Ficção Científica,1342.32,805.392,7.99,528,HarperCollins,4536,Baixa
1988,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,Inglês,Famoso,4.65,93001,Ficção Científica,166.32,0.0,0.99,530,Amazon,4536,Alta
2008,People of the Book,Geraldine Brooks,Inglês,Intermediário,4.0,95796,Ficção Científica,1291.92,775.152,7.69,531,Penguin,4536,Média
2012,The Secret Keeper,Kate Morton,Outro,Excelente,4.13,89460,Ficção Científica,332.33,199.398,1.99,532,HarperCollins,4509,Alta
1953,Better Homes & Gardens New Cook Book,Better Homes and Gardens,Outro,Excelente,4.14,93640,Outro,165.33,0.0,0.99,534,Amazon,4509,Alta
1984,"So Long, and Thanks for All the Fish",Douglas Adams,Inglês,Excelente,4.08,93774,Ficção Científica,1985.63,1191.378,11.89,535,HarperCollins,4509,Média
1927,Der Steppenwolf: ErzÃ¤hlung,"Hermann Hesse, Basil Creighton",Inglês,Excelente,4.11,80769,Ficção Científica,833.33,499.998,4.99,535,Amazon,4509,Média
2001,The Surgeon,Tess Gerritsen,Inglês,Excelente,4.1,89468,Outro,1835.33,1101.198,10.99,536,Random,4509,Média
2012,The Girl You Left Behind,Jojo Moyes,Inglês,Intermediário,3.95,80991,Ficção Científica,1152.04,691.224,6.94,537,Random,4482,Média
1996,Royal Assassin,Robin Hobb,Inglês,Excelente,4.21,82608,Ficção Científica,164.34,0.0,0.99,538,Amazon,4482,Alta
1953,Childhood's End,Arthur C. Clarke,Inglês,Excelente,4.09,87141,Ficção Científica,1226.74,0.0,7.39,539,Amazon,4482,Média
2004, The Tale of Despereaux,"Kate DiCamillo, Timothy Basil Ering",Inglês,Intermediário,4.0,113066,Ficção Científica,1153.35,692.01,6.99,541,Penguin,4455,Média
2007,"Animal, Vegetable, Miracle: A Year of Food Life","Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",Inglês,Excelente,4.03,83881,Ficção Científica,823.35,494.01,4.99,542,Amazon,4455,Média
2014,Heir of Fire,Sarah J. Maas,Inglês,Famoso,4.53,123843,Ficção Científica,163.35,98.01,0.99,543,Hachette,4455,Alta
2009,The Sweetness at the Bottom of the Pie,Alan Bradley,Inglês,Intermediário,3.81,99841,Ficção Científica,1757.25,1054.35,10.65,545,Penguin,4455,Baixa
2003,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,Inglês,Intermediário,3.92,82090,Ficção Científica,162.36,0.0,0.99,546,Amazon,4428,Média
2005,A Breath of Snow and Ashes,Diana Gabaldon,Inglês,Famoso,4.43,87098,Outro,1746.6,1047.96,10.65,547,Penguin,4428,Alta
2014,The Blood of Olympus,Rick Riordan,Inglês,Famoso,4.41,110719,Ficção Científica,162.36,97.416,0.99,549,Amazon,4428,Alta
2016,Truly Madly Guilty,Liane Moriarty,Inglês,Intermediário,3.55,90477,Ficção Científica,162.36,0.0,0.99,549,Amazon,4428,Baixa
2012,"Saga, Volume One","Brian K. Vaughan, Fiona Staples",Inglês,Excelente,4.25,131906,Ficção Científica,162.36,97.416,0.99,550,Amazon,4428,Alta
2011,The Art of Fielding,Chad Harbach,Inglês,Intermediário,3.99,81712,Ficção Científica,324.37,194.622,1.99,551,Amazon,4401,Média
1964,A Moveable Feast,Ernest Hemingway,Inglês,Excelente,4.04,69992,Ficção Científica,813.37,488.022,4.99,551,Penguin,4401,Média
2006,Fablehaven,Brandon Mull,Inglês,Excelente,4.08,99390,Ficção Científica,1470.26,882.156,9.02,553,Random,4401,Média
2000,The Wide Window,"Lemony Snicket, Brett Helquist",Inglês,Intermediário,3.91,118624,Ficção Científica,161.37,96.822,0.99,554,Amazon,4401,Baixa
2001,Grave Peril,Jim Butcher,Inglês,Excelente,4.18,97736,Outro,322.38,193.428,1.99,557,Amazon,4374,Alta
2007,Einstein. His Life and Universe,Walter Isaacson,Inglês,Excelente,4.08,71156,Outro,322.38,193.428,1.99,557,Amazon,4374,Média
2011,Effortless,S.C. Stephens,Inglês,Excelente,4.37,83085,Ficção Científica,160.38,96.228,0.99,558,Amazon,4374,Alta
1998,The Street Lawyer,John Grisham,Inglês,Intermediário,3.81,80577,Ficção Científica,320.39,192.234,1.99,561,Random,4347,Baixa
1976,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,Inglês,Intermediário,3.79,92980,Outro,642.39,385.434,3.99,561,Hachette,4347,Baixa
2009,Pride and Prejudice and Zombies,"Seth Grahame-Smith, Jane Austen",Inglês,Iniciante,3.28,103995,Ficção Científica,615.02,369.012,3.82,562,Amazon,4347,Baixa
2013,Lets Explore Diabetes with Owls,David Sedaris,Inglês,Intermediário,3.8,81616,Ficção Científica,478.4,287.04,2.99,565,Macmillan,4320,Baixa
1868,Ð˜Ð´Ð¸Ð¾Ñ‚,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",Inglês,Excelente,4.18,74642,Ficção Científica,1438.4,863.04,8.99,565,Penguin,4320,Alta
1987,Dirk Gently's Holistic Detective Agency,Douglas Adams,Inglês,Intermediário,3.97,89569,Outro,478.4,0.0,2.99,566,Amazon,4320,Média
2008,Rodrick Rules,Jeff Kinney,Inglês,Excelente,4.1,91831,Ficção Científica,478.4,0.0,2.99,567,Amazon,4320,Média
2015,Why Not Me?,Mindy Kaling,Inglês,Intermediário,3.89,74199,Ficção Científica,1598.4,959.04,9.99,568,Random,4320,Baixa
2014,Four: A Divergent Collection,Veronica Roth,Inglês,Excelente,4.1,97058,Ficção Científica,475.41,0.0,2.99,570,Amazon,4293,Média
2015,Modern Romance,"Aziz Ansari, Eric Klinenberg",Inglês,Intermediário,3.85,94231,Ficção Científica,157.41,0.0,0.99,571,Amazon,4293,Baixa
2012,The One and Only Ivan,"Katherine Applegate, Patricia Castelao",Inglês,Excelente,4.24,85136,Ficção Científica,475.41,0.0,2.99,572,Amazon,4293,Alta
1997,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,Inglês,Excelente,4.07,45382,Ficção Científica,634.41,380.646,3.99,572,Hachette,4293,Média
2005,Elantris,Brandon Sanderson,Inglês,Excelente,4.17,95950,Ficção Científica,314.42,188.652,1.99,574,Simon,4266,Alta
2008,The Knife of Never Letting Go,Patrick Ness,Inglês,Intermediário,3.96,99638,Ficção Científica,1136.02,681.612,7.19,575,Amazon,4266,Média
1998,One Thousand White Women: The Journals of May Dodd,Jim Fergus,Inglês,Intermediário,3.88,84367,Ficção Científica,472.42,283.452,2.99,576,Amazon,4266,Baixa
2009,Handle with Care,Jodi Picoult,Inglês,Intermediário,3.96,90138,Ficção Científica,1420.42,852.252,8.99,577,HarperCollins,4266,Média
2004,Song of Susannah,"Stephen King, Darrel Anderson",Inglês,Intermediário,3.98,84957,Ficção Científica,469.43,0.0,2.99,578,Amazon,4239,Média
2012,Reached,Ally Condie,Outro,Intermediário,3.56,109290,Ficção Científica,155.43,0.0,0.99,580,Amazon,4239,Baixa
1981,Midnight's Children,Salman Rushdie,Inglês,Intermediário,3.99,75502,Outro,1474.23,884.538,9.39,581,Amazon,4239,Média
2004,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks,Inglês,Intermediário,3.86,82535,Ficção Científica,154.44,0.0,0.99,585,Amazon,4212,Baixa
1999,The Testament,John Grisham,Outro,Intermediário,3.83,80377,Outro,778.44,467.064,4.99,585,Random,4212,Baixa
1930,Murder at the Vicarage,Agatha Christie,Inglês,Excelente,4.03,93963,Outro,669.24,401.544,4.29,586,HarperCollins,4212,Média
1998,Among the Hidden ,Margaret Peterson Haddix,Inglês,Intermediário,3.97,94478,Ficção Científica,2106.45,1263.87,13.59,589,HarperCollins,4185,Média
2007,In Defense of Food: An Eater's Manifesto,Michael Pollan,Inglês,Excelente,4.07,80434,Ficção Científica,618.45,0.0,3.99,589,Amazon,4185,Média
1958,The Witch of Blackbird Pond,Elizabeth George Speare,Inglês,Intermediário,3.97,105770,Outro,1230.46,738.276,7.99,591,Penguin,4158,Média
2015,The Heir,Kiera Cass,Inglês,Intermediário,3.85,111044,Ficção Científica,614.46,0.0,3.99,592,Amazon,4158,Baixa
2002,Shopaholic Ties the Knot,Sophie Kinsella,Inglês,Intermediário,3.77,88139,Ficção Científica,460.46,0.0,2.99,594,Amazon,4158,Baixa
1859,The Woman in White,"Wilkie Collins, Matthew Sweet",Inglês,Intermediário,3.98,93134,Ficção Científica,768.46,0.0,4.99,594,Amazon,4158,Média
2015,Career of Evil,"Robert Galbraith, J.K. Rowling",Inglês,Excelente,4.21,66979,Ficção Científica,1167.32,700.392,7.58,595,Penguin,4158,Alta
2009,The Summer I Turned Pretty,Jenny Han,Inglês,Intermediário,3.96,104730,Ficção Científica,610.47,0.0,3.99,596,Amazon,4131,Média
1998,Four to Score ,Janet Evanovich,Inglês,Excelente,4.17,106871,Ficção Científica,151.47,90.882,0.99,597,Amazon,4131,Alta
1996,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,Inglês,Excelente,4.06,80906,Ficção Científica,151.47,0.0,0.99,598,Amazon,4131,Média
2009,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt, Stephen J. Dubner",Inglês,Intermediário,3.95,85006,Ficção Científica,1176.57,705.942,7.69,600,Penguin,4131,Média
2006,Darkfever,Karen Marie Moning,Inglês,Excelente,4.14,110812,Ficção Científica,1618.8,971.28,10.65,601,Penguin,4104,Alta
1995,Stone of Tears,Terry Goodkind,Inglês,Excelente,4.1,83235,Ficção Científica,1111.12,666.672,7.31,603,Penguin,4104,Média
