Idade,Sexo,Raça,Estado civil,Educação,Emprego,Salario,Quantos livros você leu nos últimos 12 meses?,Leu algum livro físico nos últimos 12 meses?,Leu algum audiolivro nos últimos 12 meses?,Leu algum e-book nos últimos 12 meses?,"No último livro que você leu, você…",Você costuma ler notícias ou jornais diariamente?,Você costuma ler revistas?,Categoria de Idade,Frequência de Leitura
54,Feminino,Preta,Casado,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
54,Feminino,Preta,Solteiro,Ensino médio completo,Aposentado,"$10,000 - $20,000",5,Sim,Não,Não,Pegou emprestado de alguém,Sim,Não,Adulto,Baixa
52,Masculino,Preta,Outros,Ensino médio completo,Autônomo,"$10,000 - $20,000",5,Sim,Não,Não,Pegou de outra forma,Sim,Não,Adulto,Baixa
51,Masculino,Preta,Casado,Ensino técnico,Empregado (Integral),"$30,000 - $40,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
49,Feminino,Preta,Solteiro,Ensino médio completo,Aposentado,"Menos que $10,000",5,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
46,Masculino,Preta,Casado,Não Informado,Empregado (Meio Período),"$100,000 a $150,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
45,Masculino,Preta,Casado,Ensino médio completo,Empregado (Integral),"$30,000 - $40,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
42,Masculino,Preta,Divorciado,Ensino médio completo,Empregado (Integral),"$30,000 - $40,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
40,Masculino,Preta,Casado,Ensino médio completo,Empregado (Meio Período),"$10,000 - $20,000",5,Sim,Sim,Sim,Comprou o livro,Não,Sim,Adulto,Baixa
39,Masculino,Preta,Casado,Ensino médio completo,Empregado (Integral),"$40,000 - $50,000",5,Sim,Não,Não,Pegou de outra forma,Não,Não,Adulto,Baixa
38,Feminino,Preta,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",5,Sim,Sim,Não,Comprou o livro,Não,Não,Adulto,Baixa
37,Masculino,Preta,Casado,Ensino médio completo,Autônomo,Não Informado,5,Sim,Sim,Sim,Pegou emprestado de alguém,Não,Sim,Adulto,Baixa
36,Feminino,Preta,Solteiro,Ensino médio incompleto,Desempregado,"$10,000 - $20,000",5,Sim,Não,Sim,Pegou numa biblioteca,Sim,Sim,Adulto,Baixa
35,Masculino,Preta,Casado,Ensino médio completo,Empregado (Integral),"$30,000 - $40,000",5,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Adulto,Baixa
34,Feminino,Preta,Casado,Ensino médio completo,Empregado (Meio Período),"$30,000 - $40,000",5,Sim,Sim,Sim,Comprou o livro,Sim,Sim,Adulto,Baixa
33,Feminino,Preta,Solteiro,Ensino médio completo,Desabilitado,"$10,000 - $20,000",5,Não,Não,Não,Pegou emprestado de alguém,Sim,Não,Adulto,Baixa
32,Feminino,Preta,Solteiro,Ensino médio completo,Desempregado,"Menos que $10,000",5,Sim,Não,Sim,Pegou de outra forma,Sim,Sim,Adulto,Baixa
32,Feminino,Preta,Casado,Ensino superior completo,Empregado (Integral),"$30,000 - $40,000",5,Sim,Não,Sim,Pegou emprestado de alguém,Sim,Não,Adulto,Baixa
30,Feminino,Preta,Casado,Ensino médio completo,Empregado (Meio Período),"$50,000 - $75,000",5,Não,Não,Sim,Pegou emprestado de alguém,Não,Não,Adulto,Baixa
23,Feminino,Preta,Outros,Ensino médio completo,Empregado (Integral),"Menos que $10,000",5,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
21,Masculino,Preta,Solteiro,Ensino médio completo,Desempregado,"$40,000 - $50,000",5,Sim,Não,Não,Pegou emprestado de alguém,Não,Sim,Adulto,Baixa
18,Feminino,Preta,Outros,Ensino médio completo,Empregado (Meio Período),"$30,000 - $40,000",5,Sim,Não,Não,Pegou numa biblioteca,Sim,Sim,Adulto,Baixa
18,Feminino,Preta,Solteiro,Ensino médio completo,Desempregado,"$10,000 - $20,000",5,Sim,Não,Não,Pegou emprestado de alguém,Não,Sim,Adulto,Baixa
18,Feminino,Preta,Solteiro,Ensino médio completo,Empregado (Meio Período),"Menos que $10,000",5,Não,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
17,Feminino,Preta,Solteiro,Ensino médio incompleto,Empregado (Meio Período),"$100,000 a $150,000",5,Sim,Não,Não,Comprou o livro,Não,Não,Adolescente,Baixa
17,Masculino,Preta,Solteiro,Ensino médio incompleto,Empregado (Meio Período),"$100,000 - $150,000",5,Sim,Não,Não,Pegou numa biblioteca,Não,Não,Adolescente,Baixa
89,Feminino,Branca,Viúvo,Ensino superior completo,Aposentado,"$30,000 - $40,000",5,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Idoso,Baixa
88,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$10,000 - $20,000",5,Sim,Não,Não,Pegou de outra forma,Sim,Não,Idoso,Baixa
88,Masculino,Branca,Casado,Pós-graduação,Aposentado,"$75,000 - $100,000",5,Sim,Não,Não,Pegou de outra forma,Sim,Sim,Idoso,Baixa
88,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$40,000 - $50,000",5,Sim,Não,Não,Pegou emprestado de alguém,Não,Sim,Idoso,Baixa
81,Feminino,Branca,Casado,Ensino médio completo,Aposentado,Não Informado,5,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Idoso,Baixa
76,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,Não Informado,5,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Idoso,Baixa
76,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$10,000 - $20,000",5,Sim,Sim,Não,Pegou emprestado de alguém,Não,Sim,Idoso,Baixa
74,Feminino,Branca,Casado,Ensino médio incompleto,Aposentado,"$10,000 - $20,000",5,Sim,Não,Não,Pegou de outra forma,Sim,Sim,Idoso,Baixa
72,Masculino,Branca,Casado,Pós-graduação,Aposentado,"$50,000 - $75,000",5,Não,Não,Sim,Pegou emprestado de alguém,Sim,Não,Idoso,Baixa
71,Masculino,Branca,Viúvo,Pós-graduação,Autônomo,Não Informado,5,Sim,Não,Não,Comprou o livro,Não,Sim,Idoso,Baixa
67,Feminino,Branca,Divorciado,Ensino superior completo,Empregado (Meio Período),"$75,000 - $100,000",5,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Idoso,Baixa
67,Feminino,Branca,Viúvo,Ensino superior completo,Empregado (Meio Período),Não Informado,5,Sim,Sim,Sim,Comprou o livro,Sim,Sim,Idoso,Baixa
67,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$40,000 - $50,000",5,Sim,Não,Não,Pegou numa biblioteca,Sim,Não,Idoso,Baixa
67,Masculino,Branca,Viúvo,Ensino médio completo,Empregado (Meio Período),"$100,000 a $150,000",5,Sim,Sim,Sim,Comprou o livro,Sim,Não,Idoso,Baixa
66,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$10,000 - $20,000",5,Sim,Não,Não,Pegou emprestado de alguém,Sim,Não,Idoso,Baixa
66,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$30,000 - $40,000",5,Sim,Sim,Não,Pegou numa biblioteca,Não,Sim,Idoso,Baixa
66,Masculino,Branca,Casado,Ensino superior completo,Aposentado,"$50,000 - $75,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Baixa
65,Masculino,Branca,Viúvo,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Baixa
65,Masculino,Branca,Casado,Ensino médio incompleto,Aposentado,"$30,000 - $40,000",5,Sim,Não,Não,Pegou emprestado de alguém,Não,Sim,Idoso,Baixa
64,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),Não Informado,5,Sim,Não,Sim,Pegou emprestado de alguém,Sim,Sim,Idoso,Baixa
63,Feminino,Branca,Casado,Pós-graduação,Aposentado,Não Informado,5,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Baixa
62,Feminino,Branca,Solteiro,Ensino médio completo,Empregado (Integral),"$30,000 - $40,000",5,Sim,Não,Não,Pegou emprestado de alguém,Não,Sim,Idoso,Baixa
61,Feminino,Branca,Casado,Ensino médio completo,Desempregado,Não Informado,5,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Baixa
61,Feminino,Branca,Outros,Ensino superior completo,Aposentado,"$40,000 - $50,000",5,Sim,Não,Não,Pegou emprestado de alguém,Não,Sim,Idoso,Baixa
61,Feminino,Branca,Casado,Ensino médio completo,Autônomo,"$100,000 - $150,000",5,Sim,Sim,Sim,Comprou o livro,Sim,Sim,Idoso,Baixa
60,Feminino,Branca,Casado,Ensino médio completo,Desempregado,"$10,000 - $20,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Baixa
59,Feminino,Branca,Divorciado,Pós-graduação,Empregado (Integral),"$75,000 - $100,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
58,Feminino,Branca,Outros,Ensino médio completo,Outro,"$10,000 - $20,000",5,Sim,Não,Não,Pegou emprestado de alguém,Não,Sim,Adulto,Baixa
57,Masculino,Branca,Divorciado,Ensino médio completo,Desabilitado,"$10,000 - $20,000",5,Sim,Sim,Não,Pegou numa biblioteca,Não,Sim,Adulto,Baixa
57,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
57,Feminino,Branca,Casado,Ensino médio completo,Desabilitado,"$10,000 - $20,000",5,Sim,Não,Não,Pegou emprestado de alguém,Sim,Não,Adulto,Baixa
57,Feminino,Branca,Casado,Ensino médio completo,Desempregado,"$10,000 - $20,000",5,Sim,Não,Não,Pegou de outra forma,Sim,Sim,Adulto,Baixa
55,Masculino,Branca,Divorciado,Ensino superior completo,Aposentado,"$10,000 - $20,000",5,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Baixa
55,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",5,Não,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
55,Feminino,Branca,Divorciado,Ensino superior completo,Empregado (Meio Período),"$30,000 - $40,000",5,Sim,Não,Sim,Pegou de outra forma,Não,Não,Adulto,Baixa
54,Feminino,Branca,Solteiro,Ensino superior completo,Empregado (Integral),Não Informado,5,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
54,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$50,000 - $75,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
53,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),Não Informado,5,Sim,Não,Sim,Pegou de outra forma,Sim,Sim,Adulto,Baixa
53,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",5,Sim,Não,Não,Pegou emprestado de alguém,Sim,Não,Adulto,Baixa
52,Masculino,Branca,Casado,Pós-graduação,Empregado (Meio Período),"$100,000 - $150,000",5,Sim,Não,Não,Pegou numa biblioteca,Sim,Não,Adulto,Baixa
51,Feminino,Branca,Casado,Ensino superior completo,Aposentado,"$100,000 - $150,000",5,Sim,Sim,Sim,Comprou o livro,Sim,Sim,Adulto,Baixa
51,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$50,000 - $75,000",5,Sim,Não,Sim,Comprou o livro,Não,Não,Adulto,Baixa
50,Masculino,Branca,Divorciado,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",5,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
50,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",5,Sim,Não,Sim,Pegou emprestado de alguém,Sim,Sim,Adulto,Baixa
49,Masculino,Branca,Solteiro,Ensino médio completo,Desempregado,"$10,000 - $20,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
49,Masculino,Branca,Solteiro,Ensino médio incompleto,Empregado (Meio Período),"$100,000 a $150,000",5,Não,Não,Não,Pegou de outra forma,Sim,Não,Adulto,Baixa
48,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",5,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Adulto,Baixa
48,Feminino,Branca,Casado,Ensino médio completo,Empregado (Meio Período),Não Informado,5,Sim,Não,Não,Pegou emprestado de alguém,Não,Sim,Adulto,Baixa
48,Feminino,Branca,Divorciado,Ensino médio completo,Empregado (Integral),"$40,000 - $50,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
47,Masculino,Branca,Solteiro,Ensino médio completo,Aposentado,"$10,000 - $20,000",5,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Baixa
47,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",5,Sim,Não,Não,Pegou de outra forma,Sim,Sim,Adulto,Baixa
47,Masculino,Branca,Casado,Ensino médio completo,Autônomo,"$30,000 - $40,000",5,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Adulto,Baixa
46,Masculino,Branca,Divorciado,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",5,Sim,Não,Sim,Pegou emprestado de alguém,Não,Sim,Adulto,Baixa
46,Feminino,Branca,Casado,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
46,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$40,000 - $50,000",5,Sim,Não,Sim,Pegou de outra forma,Sim,Sim,Adulto,Baixa
45,Feminino,Branca,Não Informado,Ensino superior completo,Outro,Não Informado,5,Sim,Não,Não,Pegou de outra forma,Sim,Sim,Adulto,Baixa
45,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",5,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Baixa
44,Feminino,Branca,Casado,Ensino médio completo,Desempregado,"$100,000 a $150,000",5,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Baixa
44,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$40,000 - $50,000",5,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
44,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",5,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
44,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),Não Informado,5,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
43,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",5,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
43,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",5,Sim,Sim,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
42,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",5,Sim,Não,Sim,Comprou o livro,Sim,Sim,Adulto,Baixa
42,Feminino,Branca,Casado,Ensino superior completo,Autônomo,"$10,000 - $20,000",5,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
42,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
41,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",5,Sim,Não,Sim,Pegou de outra forma,Sim,Sim,Adulto,Baixa
41,Feminino,Branca,Solteiro,Ensino médio completo,Empregado (Meio Período),"$50,000 - $75,000",5,Sim,Não,Não,Pegou de outra forma,Não,Sim,Adulto,Baixa
41,Feminino,Branca,Casado,Ensino médio completo,Desempregado,"$75,000 - $100,000",5,Sim,Sim,Sim,Comprou o livro,Não,Sim,Adulto,Baixa
40,Feminino,Branca,Casado,Ensino superior completo,Desempregado,Não Informado,5,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Adulto,Baixa
40,Feminino,Branca,Divorciado,Ensino superior completo,Empregado (Integral),"$10,000 - $20,000",5,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
40,Masculino,Branca,Solteiro,Ensino médio completo,Empregado (Integral),Não Informado,5,Sim,Não,Sim,Comprou o livro,Sim,Não,Adulto,Baixa
39,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",5,Sim,Não,Sim,Pegou numa biblioteca,Sim,Não,Adulto,Baixa
39,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",5,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Baixa
38,Feminino,Branca,Casado,Ensino médio completo,Desempregado,Não Informado,5,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Baixa
38,Feminino,Branca,Casado,Pós-graduação,Empregado (Meio Período),"$100,000 - $150,000",5,Sim,Sim,Sim,Comprou o livro,Sim,Sim,Adulto,Baixa
37,Masculino,Branca,Divorciado,Ensino médio completo,Aposentado,"$10,000 - $20,000",5,Não,Sim,Sim,Comprou o livro,Não,Sim,Adulto,Baixa
37,Masculino,Branca,Solteiro,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",5,Sim,Sim,Sim,Comprou o livro,Sim,Sim,Adulto,Baixa
37,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$75,000 - $100,000",5,Sim,Não,Sim,Pegou de outra forma,Sim,Sim,Adulto,Baixa
37,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),Não Informado,5,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
36,Feminino,Branca,Solteiro,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",5,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
35,Feminino,Branca,Casado,Ensino superior completo,Desempregado,"$30,000 - $40,000",5,Sim,Não,Não,Pegou numa biblioteca,Sim,Não,Adulto,Baixa
35,Feminino,Branca,Solteiro,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",5,Sim,Não,Sim,Comprou o livro,Sim,Sim,Adulto,Baixa
35,Masculino,Branca,Solteiro,Ensino médio completo,Desempregado,"$50,000 - $75,000",5,Sim,Não,Não,Pegou emprestado de alguém,Não,Sim,Adulto,Baixa
32,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",5,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Adulto,Baixa
32,Feminino,Branca,Casado,Ensino superior completo,Empregado (Meio Período),"$75,000 - $100,000",5,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
32,Feminino,Branca,Casado,Ensino superior completo,Desempregado,"$75,000 - $100,000",5,Não,Não,Sim,Comprou o livro,Não,Sim,Adulto,Baixa
31,Feminino,Branca,Casado,Ensino médio incompleto,Desempregado,"$10,000 - $20,000",5,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
31,Feminino,Branca,Casado,Pós-graduação,Empregado (Integral),"$75,000 - $100,000",5,Sim,Não,Não,Pegou emprestado de alguém,Sim,Não,Adulto,Baixa
31,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",5,Não,Não,Sim,Comprou o livro,Sim,Sim,Adulto,Baixa
30,Feminino,Branca,Solteiro,Ensino superior completo,Empregado (Integral),"$40,000 - $50,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
30,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",5,Sim,Sim,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Baixa
29,Masculino,Branca,Solteiro,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",5,Sim,Sim,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
29,Feminino,Branca,Solteiro,Ensino superior completo,Empregado (Meio Período),"$10,000 - $20,000",5,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Baixa
28,Masculino,Branca,Outros,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",5,Sim,Sim,Não,Pegou de outra forma,Não,Não,Adulto,Baixa
27,Feminino,Branca,Solteiro,Ensino superior completo,Desempregado,"$50,000 - $75,000",5,Sim,Não,Sim,Pegou de outra forma,Não,Sim,Adulto,Baixa
27,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
27,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$50,000 - $75,000",5,Sim,Não,Sim,Comprou o livro,Sim,Não,Adulto,Baixa
25,Masculino,Branca,Solteiro,Ensino superior completo,Desempregado,"$40,000 - $50,000",5,Sim,Sim,Sim,Comprou o livro,Sim,Não,Adulto,Baixa
25,Feminino,Branca,Solteiro,Pós-graduação,Empregado (Integral),"$40,000 - $50,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
25,Feminino,Branca,Casado,Ensino médio completo,Desempregado,"$30,000 - $40,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
23,Feminino,Branca,Solteiro,Ensino superior completo,Estudante,"Menos que $10,000",5,Sim,Não,Não,Pegou numa biblioteca,Sim,Sim,Adulto,Baixa
22,Masculino,Branca,Solteiro,Ensino médio completo,Empregado (Meio Período),"Menos que $10,000",5,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
21,Feminino,Branca,Outros,Ensino médio completo,Empregado (Meio Período),"$10,000 - $20,000",5,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
21,Masculino,Branca,Solteiro,Ensino médio completo,Desempregado,"$30,000 - $40,000",5,Não,Não,Sim,Pegou numa biblioteca,Sim,Não,Adulto,Baixa
20,Masculino,Branca,Solteiro,Ensino médio completo,Empregado (Meio Período),"$50,000 - $75,000",5,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
20,Feminino,Branca,Solteiro,Ensino médio completo,Empregado (Meio Período),"$30,000 - $40,000",5,Sim,Não,Não,Pegou emprestado de alguém,Sim,Não,Adulto,Baixa
20,Masculino,Branca,Solteiro,Ensino médio completo,Desempregado,"$100,000 - $150,000",5,Não,Não,Sim,Comprou o livro,Sim,Não,Adulto,Baixa
19,Feminino,Branca,Solteiro,Ensino médio completo,Desempregado,"Menos que $10,000",5,Não,Não,Não,Pegou numa biblioteca,Sim,Não,Adulto,Baixa
18,Feminino,Branca,Solteiro,Ensino médio completo,Estudante,"$100,000 - $150,000",5,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Baixa
18,Feminino,Branca,Solteiro,Ensino médio completo,Empregado (Meio Período),"$40,000 - $50,000",5,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
18,Feminino,Branca,Solteiro,Ensino médio completo,Empregado (Meio Período),"$30,000 - $40,000",5,Sim,Não,Sim,Comprou o livro,Sim,Não,Adulto,Baixa
18,Masculino,Branca,Solteiro,Ensino médio incompleto,Empregado (Meio Período),Não Informado,5,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Baixa
17,Masculino,Branca,Solteiro,Ensino médio completo,Desempregado,"$100,000 - $150,000",5,Sim,Não,Sim,Comprou o livro,Sim,Não,Adolescente,Baixa
17,Masculino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"$100,000 a $150,000",5,Sim,Não,Não,Pegou numa biblioteca,Sim,Sim,Adolescente,Baixa
17,Feminino,Branca,Solteiro,Ensino médio incompleto,Empregado (Meio Período),"$40,000 - $50,000",5,Sim,Não,Não,Pegou de outra forma,Não,Não,Adolescente,Baixa
16,Feminino,Branca,Solteiro,Ensino médio incompleto,Empregado (Meio Período),"$100,000 a $150,000",5,Sim,Não,Não,Pegou de outra forma,Não,Não,Adolescente,Baixa
16,Feminino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"$100,000 a $150,000",5,Sim,Não,Não,Comprou o livro,Não,Não,Adolescente,Baixa
21,Feminino,Não Informado,Não Informado,Ensino médio completo,Empregado (Meio Período),Não Informado,4,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Adulto,Baixa
36,Masculino,Não Informado,Casado,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Baixa
60,Feminino,Outro,Solteiro,Ensino superior completo,Empregado (Integral),"$30,000 - $40,000",4,Sim,Não,Não,Pegou de outra forma,Sim,Não,Idoso,Baixa
51,Feminino,Outro,Casado,Ensino médio incompleto,Desempregado,"$100,000 a $150,000",4,Não Informado,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
51,Feminino,Outro,Casado,Ensino médio completo,Empregado (Integral),"$10,000 - $20,000",4,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
31,Feminino,Outro,Outros,Ensino médio completo,Desempregado,"$100,000 a $150,000",4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Baixa
18,Masculino,Outro,Solteiro,Ensino médio incompleto,Empregado (Meio Período),"$30,000 - $40,000",4,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Baixa
16,Feminino,Outro,Solteiro,Ensino médio incompleto,Estudante,"$100,000 a $150,000",4,Não Informado,Sim,Sim,Pegou emprestado de alguém,Não,Sim,Adolescente,Baixa
69,Masculino,Indígena,Casado,Ensino médio completo,Aposentado,"$100,000 - $150,000",4,Sim,Não,Não,Comprou o livro,Sim,Não,Idoso,Baixa
66,Feminino,Raça Mista,Solteiro,Ensino médio incompleto,Empregado (Integral),"$100,000 a $150,000",4,Sim,Sim,Sim,Pegou numa biblioteca,Sim,Sim,Idoso,Baixa
27,Feminino,Raça Mista,Casado,Não Informado,Desempregado,"Menos que $10,000",4,Não,Sim,Sim,Pegou emprestado de alguém,Sim,Sim,Adulto,Baixa
25,Feminino,Raça Mista,Outros,Ensino médio completo,Empregado (Meio Período),"Menos que $10,000",4,Sim,Não,Não,Pegou numa biblioteca,Sim,Sim,Adulto,Baixa
65,Feminino,Asiática,Viúvo,Ensino médio completo,Desempregado,"$30,000 - $40,000",4,Sim,Não,Não,Pegou emprestado de alguém,Não,Sim,Idoso,Baixa
53,Feminino,Asiática,Casado,Ensino superior completo,Aposentado,"$100,000 - $150,000",4,Sim,Não,Sim,Comprou o livro,Não Informado,Sim,Adulto,Baixa
51,Masculino,Asiática,Casado,Ensino médio completo,Empregado (Integral),Não Informado,4,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
35,Masculino,Asiática,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",4,Sim,Não,Não,Pegou de outra forma,Sim,Sim,Adulto,Baixa
23,Masculino,Asiática,Solteiro,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",4,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
21,Feminino,Asiática,Outros,Ensino médio completo,Empregado (Integral),"$40,000 - $50,000",4,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Baixa
73,Feminino,Preta,Casado,Ensino médio completo,Desempregado,Não Informado,4,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Baixa
69,Masculino,Preta,Casado,Ensino médio completo,Aposentado,"Menos que $10,000",4,Sim,Não Informado,Não,Pegou emprestado de alguém,Sim,Não,Idoso,Baixa
63,Masculino,Preta,Viúvo,Ensino médio completo,Aposentado,"$10,000 - $20,000",4,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Idoso,Baixa
